country,value,region,CODE,shuoming,title
Eswatini,,2016年性别差异指数,,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Guyana,,2016年性别差异指数,GUY,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Zambia,,2016年性别差异指数,ZMB,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Iceland,0.878,2017年性别差异指数,ISL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Norway,0.83,2017年性别差异指数,NOR,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Finland,0.823,2017年性别差异指数,FIN,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Rwanda,0.822,2017年性别差异指数,RWA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Sweden,0.816,2017年性别差异指数,SWE,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Nicaragua,0.814,2017年性别差异指数,NIC,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Slovenia,0.805,2017年性别差异指数,SVN,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Ireland,0.794,2017年性别差异指数,IRL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
New Zealand,0.791,2017年性别差异指数,NZL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Philippines,0.79,2017年性别差异指数,PHL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Germany,0.778,2017年性别差异指数,DEU,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
France,0.778,2017年性别差异指数,FRA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Namibia,0.777,2017年性别差异指数,NAM,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Denmark,0.776,2017年性别差异指数,DNK,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
United Kingdom,0.77,2017年性别差异指数,GBR,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
canada,0.769,2017年性别差异指数,CAN,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Bolivia,0.758,2017年性别差异指数,BOL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
South africa,0.756,2017年性别差异指数,ZAF,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Bulgaria,0.756,2017年性别差异指数,BGR,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Latvia,0.756,2017年性别差异指数,LVA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Burundi,0.755,2017年性别差异指数,BDI,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Switzerland,0.755,2017年性别差异指数,CHE,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Barbados,0.75,2017年性别差异指数,BRB,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Spain,0.746,2017年性别差异指数,ESP,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Cuba,0.745,2017年性别差异指数,CUB,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Belarus,0.744,2017年性别差异指数,BLR,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Bahamas,0.743,2017年性别差异指数,BHM,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Lithuania,0.742,2017年性别差异指数,LTU,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Mozambique,0.741,2017年性别差异指数,MOZ,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Moldova,0.74,2017年性别差异指数,MDA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Belgium,0.739,2017年性别差异指数,BEL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Netherlands,0.737,2017年性别差异指数,NLD,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Portugal,0.734,2017年性别差异指数,PRT,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Argentina,0.732,2017年性别差异指数,ARG,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Colombia,0.731,2017年性别差异指数,COL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Australia,0.731,2017年性别差异指数,AUS,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Estonia,0.731,2017年性别差异指数,EST,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Poland,0.728,2017年性别差异指数,POL,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Albania,0.728,2017年性别差异指数,ALB,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Serbia,0.727,2017年性别差异指数,SRB,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
costa Rica,0.727,2017年性别差异指数,CRI,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Ecuador,0.724,2017年性别差异指数,ECU,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Panama,0.722,2017年性别差异指数,PAN,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Israel,0.721,2017年性别差异指数,ISR,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Uganda,0.721,2017年性别差异指数,UGA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Botswana,0.72,2017年性别差异指数,BWA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Peru,0.719,2017年性别差异指数,PER,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Bangladesh,0.719,2017年性别差异指数,BGD,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
United States,0.718,2017年性别差异指数,USA,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Zimbabwe,0.717,2017年性别差异指数,ZWE,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Jamaica,0.717,2017年性别差异指数,JAM,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Kazakhstan,0.713,2017年性别差异指数,KAZ,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Mongolia,0.713,2017年性别差异指数,MNG,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Honduras,0.711,2017年性别差异指数,HND,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Croatia,0.711,2017年性别差异指数,HRV,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Uruguay,0.71,2017年性别差异指数,URY,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Austria,0.709,2017年性别差异指数,AUT,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Romania,0.708,2017年性别差异指数,ROU,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Venezuela,0.706,2017年性别差异指数,VEN,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
Luxembourg,0.706,2017年性别差异指数,LUX,总结：这个图显示的是2017年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.878的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2017年的性别差异指数（平均值为0.697）
